Dataset,Task,Language,Language Tier,Language Code,Language Class,Language Script,DV003 Monolingual,DV003 TranslateTest,DV003 Zero-Shot Cross Lingual,GPT-3.5-Turbo Monolingual,GPT-3.5-Turbo Translate-Test,GPT-3.5-Turbo Zero-Shot Cross Lingual,GPT-4 Monolingual,GPT-4 Translate-Test,GPT-4 Zero-Shot Cross Lingual,TULRv6,BLOOMZ,XLM-R,mBERT,MuRIL,XGLM,mT5,PaLM2 Zero-Shot,PaLM2 Monolingual,Llama2-7B Monolingual,Llama2-13B Monolingual,Llama2-70B Monolingual,LLaVa-1.5-13B Monolingual,LLaVa-1.5-13B Translate-Test,Bing Translator,Google Translator,Systran,Metrics,Direction
X-RiSAWOZ,Task Oriented Dialogue,Chinese,,zh,5,Chinese,,,,0.9,,,0.93333,NA,NA,,,,,,,,NA,0.666667,NA,NA,0.25,,,,,,Average Success Rate,HigherBetter
XstoryCloze,Commonsense Reasoning,Arabic,2,ar,5,Arabic,0.873593647,0.949702184,0.869622766,0.924553276,0.94308405,0.933818663,0.991396426,0.977498345,NA,NA,0.796823323,NA,NA,NA,0.598,NA,NA,0.0172,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,English,0,en,5,Latin,0.982792852,0.982792852,0.982792852,0.967571145,0.967571145,0.967571145,0.99602912,0.99602912,NA,NA,0.956707656,NA,NA,NA,0.759,NA,NA,0.5314,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Spanish,1,es,5,Latin,0.975512905,0.962276638,0.971542025,0.957643944,0.960953011,0.967571145,0.995367306,0.987425546,NA,NA,0.872931838,NA,NA,NA,0.692,NA,NA,0.5241,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Basque,,eu,4,Latin,0.780939775,0.94109861,0.774321641,0.784248842,0.925215089,0.753805427,0.976174719,0.967571145,NA,NA,0.705493033,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Hindi,,hi,4,Devanagari,0.778292522,0.951025811,0.818001324,0.911317009,0.947054931,0.894109861,0.988087359,0.978821972,NA,NA,0.798808753,NA,NA,NA,0.625,NA,NA,0.0066,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Indonesian,3,id,3,Latin,0.963600265,0.958967571,0.953673064,0.949702184,0.951687624,0.961614825,0.990072799,0.980807412,NA,NA,0.855724692,NA,NA,NA,0.708,NA,NA,0.0416,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Burmese,,my,1,Brahmic,0.473858372,0.901389808,0.580410324,0.572468564,0.886168101,0.368630046,0.776307081,0.931833223,NA,NA,0.499007285,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Russian,2,ru,4,Cyrillic,0.941760424,0.968894772,0.949702184,0.965585705,0.962276638,0.966247518,0.991396426,0.99205824,NA,NA,0.673064172,NA,NA,NA,0.724,NA,NA,0.2845,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Swahili,,sw,2,Latin,0.780939775,0.906684315,0.775645268,0.923229649,0.886829914,0.930509596,0.984116479,0.936465917,NA,NA,0.652547956,NA,NA,NA,0.652,NA,NA,0.4712,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Telugu,,te,1,Brahmic,0.576439444,0.94308405,0.630046327,0.731303772,0.936465917,0.722038385,0.934480477,0.964262078,NA,NA,0.674387813,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
XstoryCloze,Commonsense Reasoning,Chinese,,zh,5,Chinese,0.949702184,0.961614825,0.949040371,0.956320318,0.956320318,0.964262078,0.99205824,0.983454666,NA,NA,0.900066197,NA,NA,NA,0.677,NA,NA,0.2389,NA,NA,NA,NA,NA,NA,NA,NA,Accuracy,HigherBetter
